Wall time,Step,Value
1670863139.1177154,101,0.48759567737579346
1670863140.6915584,103,0.5991029739379883
1670863142.447497,105,0.6329357624053955
1670863144.1116529,107,0.5512761473655701
1670863145.6930585,109,0.5124548077583313
1670863147.5145044,111,0.5010080337524414
1670863149.0253992,113,0.4695601165294647
1670863150.5404544,115,0.5667071342468262
1670863152.0858707,117,0.5676267147064209
1670863153.6564078,119,0.4314518868923187
1670863155.2672076,121,0.6633691787719727
1670863156.7782953,123,0.5416316986083984
1670863158.4439883,125,0.66872239112854
1670863160.0435338,127,0.5600465536117554
1670863161.9018042,129,0.4664062559604645
1670863163.4829698,131,0.5260009765625
1670863165.0651515,133,0.5736514329910278
1670863166.6212268,135,0.6047330498695374
1670863168.199125,137,0.6036038994789124
1670863170.168566,139,0.5667874813079834
1670863171.873101,141,0.5767038464546204
1670863173.793012,143,0.6320139169692993
1670863175.4453406,145,0.5826663970947266
1670863177.0297573,147,0.5728199481964111
1670863178.5874734,149,0.651141345500946
1670863180.1993074,151,0.6217583417892456
1670863181.8884664,153,0.567160964012146
1670863183.5669942,155,0.6117278337478638
1670863185.2083483,157,0.5503023862838745
1670863186.8512325,159,0.5601164102554321
1670863188.4941583,161,0.6182534694671631
1670863190.120826,163,0.590792179107666
1670863191.8144577,165,0.6750255227088928
1670863193.42217,167,0.7344167828559875
1670863195.1309707,169,0.6967241764068604
1670863196.7871182,171,0.6750008463859558
1670863198.4531875,173,0.5843387246131897
1670863200.117576,175,0.5720077157020569
1670863201.7766745,177,0.6366530656814575
1670863203.7635193,179,0.6832351088523865
1670863205.5703666,181,0.6453280448913574
1670863207.2128105,183,0.6515244245529175
1670863208.8070462,185,0.5646401643753052
1670863210.486226,187,0.6825692653656006
1670863212.16007,189,0.6540426015853882
1670863213.795188,191,0.6359840631484985
1670863215.4569383,193,0.6857926249504089
1670863217.0868888,195,0.5656898021697998
1670863218.7004485,197,0.643385648727417
1670863220.387525,199,0.6004785895347595
1670863222.0262566,201,0.5894814729690552
1670863223.6973197,203,0.5607670545578003
1670863225.3333168,205,0.5288441777229309
1670863227.0629141,207,0.6368160247802734
1670863228.783454,209,0.6112084984779358
1670863230.5390687,211,0.553638219833374
1670863232.2181559,213,0.6148083806037903
1670863233.9012861,215,0.706641435623169
1670863235.6185403,217,0.6590524911880493
1670863237.2700949,219,0.5896298885345459
1670863239.393557,221,0.6493067741394043
1670863241.189623,223,0.7530837059020996
1670863242.89707,225,0.7967197895050049
1670863244.594093,227,0.6189467906951904
1670863246.309022,229,0.58829665184021
1670863248.1217794,231,0.8019402027130127
1670863250.0179179,233,0.6405065059661865
1670863252.006469,235,0.6647250056266785
1670863253.710602,237,0.6760905385017395
1670863255.4685836,239,0.6851986050605774
1670863257.4027984,241,0.6449270248413086
1670863259.1595073,243,0.6380050182342529
1670863260.9385364,245,0.6194568276405334
1670863262.674826,247,0.6326634883880615
1670863264.5030937,249,0.7022037506103516
1670863266.2352839,251,0.7031643390655518
1670863267.9777708,253,0.7167561054229736
1670863269.7669194,255,0.7178261876106262
1670863271.6566994,257,0.5380121469497681
1670863273.5573542,259,0.5487774610519409
1670863275.3689482,261,0.6246352195739746
1670863277.2627914,263,0.6834824681282043
1670863279.0775902,265,0.7191417217254639
1670863280.7627428,267,0.598979115486145
1670863282.5453176,269,0.5519396662712097
1670863284.2584362,271,0.7116751670837402
1670863286.548073,273,0.684897243976593
1670863288.3837752,275,0.6570847630500793
1670863290.1253715,277,0.490643709897995
1670863291.902456,279,0.668374240398407
1670863293.637974,281,0.6694654822349548
1670863295.5657182,283,0.6041878461837769
1670863297.3603144,285,0.703997790813446
1670863299.1474183,287,0.8389039039611816
1670863300.9003181,289,0.6333065629005432
1670863302.664295,291,0.783414363861084
1670863304.4512877,293,0.6734722256660461
1670863306.3591645,295,0.559620201587677
1670863308.3257754,297,0.5894585847854614
1670863310.1490211,299,0.6019158363342285
1670863311.979914,301,0.6741485595703125
1670863313.8983667,303,0.6258795857429504
1670863315.6877031,305,0.5968512296676636
1670863317.7064435,307,0.7061179280281067
1670863319.8829167,309,0.7815915942192078
1670863321.782465,311,0.5925571918487549
1670863323.6131861,313,0.7951685786247253
1670863325.523308,315,0.7606307864189148
1670863327.3017502,317,0.656170129776001
1670863329.1400385,319,0.6128946542739868
1670863330.9167907,321,0.5875885486602783
1670863332.7496262,323,0.588238000869751
1670863334.5483985,325,0.7252723574638367
1670863336.2945418,327,0.4465177059173584
1670863338.129091,329,0.6077225208282471
1670863339.9237604,331,0.7187592387199402
1670863341.8381872,333,0.7089603543281555
1670863344.2434013,335,0.6575301885604858
1670863346.1672187,337,0.7850549817085266
1670863347.9723766,339,0.5444701910018921
1670863349.7557425,341,0.7044498324394226
1670863351.6318107,343,0.7311117053031921
1670863353.3619657,345,0.7084656357765198
1670863355.289259,347,0.7741432189941406
1670863357.043796,349,0.7562362551689148
1670863358.819962,351,0.7917342185974121
1670863360.728029,353,0.6207634210586548
1670863362.7485783,355,0.8335983157157898
1670863364.663194,357,0.6918053030967712
1670863366.6678667,359,0.6526485681533813
1670863368.5127017,361,0.6523638367652893
1670863370.495526,363,0.7070185542106628
1670863372.3853855,365,0.6375434994697571
1670863374.349911,367,0.679487407207489
1670863376.2294073,369,0.7360799312591553
1670863378.1194077,371,0.6589934229850769
1670863380.0764592,373,0.6506912708282471
1670863382.1391401,375,0.5982369780540466
1670863384.2074213,377,0.6648794412612915
1670863386.1872993,379,0.6702824234962463
1670863388.1053793,381,0.7376949787139893
1670863389.977955,383,0.5872328877449036
1670863391.9702046,385,0.6671016812324524
1670863394.0113313,387,0.7432654500007629
1670863395.9372196,389,0.5773293972015381
1670863397.84527,391,0.6614630222320557
1670863399.7031634,393,0.6440762281417847
1670863401.5722919,395,0.6638798713684082
1670863403.4229846,397,0.6190872192382812
1670863405.3818033,399,0.5899909138679504
1670863407.2669694,401,0.6913957595825195
1670863409.1442435,403,0.6093281507492065
1670863411.036289,405,0.6110647916793823
1670863413.5792944,407,0.6668261885643005
1670863415.6159947,409,0.8388091921806335
1670863417.4992404,411,0.7061298489570618
1670863419.4774184,413,0.7138908505439758
1670863421.343605,415,0.8445090651512146
1670863423.2062526,417,0.6693709492683411
1670863425.2195485,419,0.8902699947357178
1670863427.294806,421,0.8176064491271973
1670863429.199821,423,0.7446581721305847
1670863431.200935,425,0.7547239661216736
1670863433.173459,427,0.6726519465446472
1670863435.1668859,429,0.6607744693756104
1670863437.153894,431,0.6689496040344238
1670863439.2057726,433,0.5546635389328003
1670863441.2545314,435,0.6089986562728882
1670863443.2711,437,0.7753599286079407
1670863445.5850253,439,0.7126848697662354
1670863447.4811437,441,0.7381808161735535
1670863449.5162609,443,0.6440997123718262
1670863452.356984,445,0.8023707270622253
1670863454.8913865,447,0.7724626660346985
1670863457.218959,449,0.7532374858856201
1670863459.1513443,451,0.628003716468811
1670863461.0476673,453,0.7780168056488037
1670863462.943722,455,0.6254746317863464
1670863464.8517818,457,0.7687139511108398
1670863466.7696815,459,0.7349302768707275
1670863468.7635345,461,0.782512366771698
1670863470.884481,463,0.5919414758682251
1670863473.1041012,465,0.7242259979248047
1670863475.1827323,467,0.7263813018798828
1670863477.224601,469,0.645599365234375
1670863479.206995,471,0.7295300960540771
1670863481.145627,473,0.7286801338195801
1670863483.1378546,475,0.7029474377632141
1670863485.1191864,477,0.6871951222419739
1670863487.148128,479,0.5928265452384949
1670863489.1100938,481,0.6954248547554016
1670863491.087549,483,0.6522115468978882
1670863493.1157928,485,0.6384903788566589
1670863495.108101,487,0.726708173751831
1670863497.1827085,489,0.6911330223083496
1670863499.3021328,491,0.6706458926200867
1670863501.4578614,493,0.6388301849365234
1670863504.3920896,495,0.6883918642997742
1670863506.5666006,497,0.7290881276130676
1670863508.609537,499,0.7497016787528992
1670863510.58963,501,0.6228607892990112
1670863512.7906291,503,0.7834547162055969
1670863514.7441638,505,0.6100176572799683
1670863516.7343755,507,0.6594904065132141
1670863518.9120686,509,0.663948655128479
1670863520.995203,511,0.7735016345977783
1670863523.1344223,513,0.6655678749084473
1670863525.2553816,515,0.6563615798950195
1670863527.5551994,517,0.6709739565849304
1670863529.612867,519,0.7757737040519714
1670863531.629505,521,0.6952149271965027
1670863533.698149,523,0.6409001350402832
1670863535.7180138,525,0.6012517213821411
1670863537.9431875,527,0.7145395278930664
1670863539.9731348,529,0.7026939392089844
1670863542.0245912,531,0.7092599868774414
1670863544.0253174,533,0.734525740146637
1670863546.0409775,535,0.6449064016342163
1670863548.0203056,537,0.8255731463432312
1670863550.1324244,539,0.7099900841712952
1670863552.3859901,541,0.6107666492462158
1670863554.5867214,543,0.6250089406967163
1670863557.4806895,545,0.7149470448493958
1670863560.2311187,547,0.7372305989265442
1670863562.442306,549,0.6776304244995117
1670863564.672772,551,0.7533270716667175
1670863566.9515302,553,0.6095852851867676
1670863569.1187217,555,0.7282629013061523
1670863571.5918696,557,0.7190151214599609
1670863573.8832648,559,0.5785523653030396
1670863575.9942193,561,0.7996519207954407
1670863578.2614758,563,0.6656759977340698
1670863580.9591079,565,0.6107494831085205
1670863583.2752926,567,0.7663583755493164
1670863585.5257337,569,0.5932854413986206
1670863588.0227377,571,0.7714363932609558
1670863590.3298266,573,0.7919853329658508
1670863592.5930817,575,0.733471691608429
1670863594.9498806,577,0.6375249624252319
1670863597.4054646,579,0.7388569712638855
1670863599.8073308,581,0.7184287905693054
1670863602.029601,583,0.7139537930488586
1670863604.4463446,585,0.7993918061256409
1670863606.5128458,587,0.7590157389640808
1670863608.8726802,589,0.756512463092804
1670863611.2585356,591,0.8592316508293152
1670863613.4626632,593,0.7719271183013916
1670863615.7367349,595,0.7687309384346008
1670863618.2202284,597,0.8135537505149841
1670863621.5138416,599,0.790574848651886
1670863623.7360919,601,0.7807366251945496
1670863625.9221418,603,0.6951701045036316
1670863628.6254475,605,0.7194570899009705
1670863631.1522143,607,0.6767303347587585
1670863633.461721,609,0.7267745137214661
1670863635.8602486,611,0.6745131015777588
1670863638.0820804,613,0.7250908017158508
1670863640.3132298,615,0.7090724110603333
1670863642.5180068,617,0.6927564740180969
1670863644.839477,619,0.7344706654548645
1670863647.0933452,621,0.779981791973114
1670863649.2680345,623,0.7226139903068542
1670863651.411742,625,0.6998565196990967
1670863653.5690248,627,0.6966018676757812
1670863655.8246872,629,0.7729513645172119
1670863658.1043677,631,0.6454321146011353
1670863660.3827658,633,0.8243396282196045
1670863662.595932,635,0.6312294006347656
1670863664.8920808,637,0.6865940690040588
1670863667.2990983,639,0.8404176831245422
1670863669.7931716,641,0.7270131707191467
1670863672.0491436,643,0.6759206652641296
1670863674.3917222,645,0.8510510325431824
1670863676.6822844,647,0.7187088131904602
1670863678.9864688,649,0.6405869722366333
1670863681.1654756,651,0.735232412815094
1670863683.269997,653,0.7662210464477539
1670863685.4201012,655,0.6989550590515137
1670863687.7963684,657,0.80717533826828
1670863690.0512276,659,0.7362691760063171
1670863692.2844815,661,0.8295626640319824
1670863694.3921044,663,0.7867820858955383
1670863696.5472577,665,0.6168940663337708
1670863698.624839,667,0.74476557970047
1670863700.7675693,669,0.7833284735679626
1670863703.0438154,671,0.8662773966789246
1670863705.355912,673,0.6282248497009277
1670863707.5760357,675,0.6707522869110107
1670863709.8126638,677,0.7246882915496826
1670863712.003981,679,0.6002830862998962
1670863714.2889278,681,0.6523022055625916
1670863716.6156058,683,0.7201588153839111
1670863718.8505306,685,0.5584224462509155
1670863720.9576678,687,0.7061812281608582
1670863723.2604897,689,0.713305652141571
1670863725.4587998,691,0.7409806251525879
1670863727.7149296,693,0.7262075543403625
1670863730.0124981,695,0.7324013113975525
1670863732.326311,697,0.6707537770271301
1670863734.6218264,699,0.7405990958213806
1670863736.972193,701,0.7361637949943542
1670863739.1605778,703,0.7265859246253967
1670863741.3753088,705,0.7976587414741516
1670863743.5677073,707,0.828469455242157
1670863745.7999022,709,0.7746336460113525
1670863748.1597607,711,0.6968340873718262
1670863750.4019456,713,0.7560129761695862
1670863752.6782846,715,0.782849133014679
1670863755.1292248,717,0.6920284628868103
1670863757.708127,719,0.7588002681732178
