Wall time,Step,Value
1670861779.0125954,3,5.360571384429932
1670861781.3340526,7,5.265099048614502
1670861783.8513806,11,5.169700622558594
1670861786.0753157,15,4.985246658325195
1670861788.2555108,19,4.607147693634033
1670861790.5022314,23,3.886054754257202
1670861792.6516798,27,2.7070229053497314
1670861795.1399746,31,2.207221746444702
1670861797.399809,35,2.0597922801971436
1670861799.5186706,39,1.9963042736053467
1670861801.7761557,43,2.1344945430755615
1670861803.9589021,47,2.108607292175293
1670861806.1262503,51,2.033910036087036
1670861808.373183,55,1.7816226482391357
1670861810.5160666,59,1.696498990058899
1670861812.6903715,63,1.6120432615280151
1670861815.1272063,67,1.5941520929336548
1670861817.5155795,71,1.5126712322235107
1670861819.5530348,75,1.4004021883010864
1670861821.7854047,79,1.4586079120635986
1670861824.2224047,83,1.2278960943222046
1670861826.3740282,87,1.242200255393982
1670861828.8880975,91,1.1729559898376465
1670861831.2481155,95,1.0993870496749878
1670861833.6004267,99,1.0926640033721924
1670861835.8181403,103,1.088005542755127
1670861837.8967373,107,1.097610592842102
1670861840.060522,111,1.1711512804031372
1670861843.2824728,115,0.9977210164070129
1670861845.483804,119,1.1306675672531128
1670861848.0881398,123,1.0348546504974365
1670861850.2085698,127,1.0701110363006592
1670861852.3355682,131,1.0682064294815063
1670861854.4634311,135,1.0598331689834595
1670861856.6172273,139,1.074440360069275
1670861858.7829006,143,1.1152476072311401
1670861861.2523596,147,1.182573914527893
1670861863.5167475,151,1.0590115785598755
1670861865.8681762,155,1.0405666828155518
1670861868.209069,159,1.0734829902648926
1670861870.3831947,163,1.0471670627593994
1670861872.5802622,167,1.0682035684585571
1670861874.8129125,171,1.020504117012024
1670861877.0455139,175,1.0873385667800903
1670861879.2295299,179,1.1079164743423462
1670861881.818796,183,1.0432298183441162
1670861884.4055552,187,0.9960148930549622
1670861886.656652,191,1.057181715965271
1670861888.8061068,195,1.1100192070007324
1670861891.0292943,199,1.029096007347107
1670861893.265082,203,1.1148626804351807
1670861895.4033732,207,1.0196444988250732
1670861897.585938,211,1.0418164730072021
1670861899.881196,215,1.0693895816802979
1670861902.2930853,219,1.0939637422561646
1670861904.681211,223,1.0238043069839478
1670861907.1142733,227,1.0346859693527222
1670861910.1099503,231,1.0428684949874878
1670861912.4462109,235,1.0309982299804688
1670861914.7748106,239,1.0993070602416992
1670861917.1141589,243,1.1065783500671387
1670861919.7167232,247,1.1579465866088867
1670861922.356953,251,0.9721187353134155
1670861924.6914961,255,1.0568089485168457
1670861927.0241063,259,1.0361815690994263
1670861929.2690616,263,1.003442406654358
1670861931.5156784,267,1.1161249876022339
1670861933.8734922,271,1.0118885040283203
1670861936.1937227,275,1.054836630821228
1670861938.5133715,279,1.0389989614486694
1670861940.9457865,283,1.060166835784912
1670861944.0584612,287,1.0065065622329712
1670861946.4124699,291,1.04793119430542
1670861948.6415033,295,1.0341160297393799
1670861950.9972713,299,1.0013257265090942
1670861953.3640692,303,1.0508297681808472
1670861955.734627,307,1.0192676782608032
1670861957.9763675,311,1.0077614784240723
1670861960.2379968,315,1.019553542137146
1670861962.4997847,319,1.0158528089523315
1670861964.8040528,323,1.0058674812316895
1670861967.1148396,327,1.0187891721725464
1670861969.809952,331,1.0496532917022705
1670861972.377134,335,1.0712945461273193
1670861974.7589693,339,0.966943085193634
1670861977.1808784,343,1.030929446220398
1670861979.8152492,347,0.988879382610321
1670861982.282833,351,1.040082573890686
1670861985.4182317,355,1.0181772708892822
1670861987.8831909,359,0.9531171917915344
1670861990.2865946,363,0.9887159466743469
1670861992.738436,367,0.9068235754966736
1670861995.1743553,371,0.9247668981552124
1670861997.831768,375,0.8634223937988281
1670862000.4628959,379,0.9558266997337341
1670862002.9415505,383,0.9132469296455383
1670862005.4841495,387,0.8929368257522583
1670862007.900379,391,0.9496400952339172
1670862010.2908025,395,0.8847832679748535
1670862012.6458433,399,0.8946584463119507
1670862015.0114682,403,0.9463435411453247
1670862017.3830035,407,0.8910601139068604
1670862019.9577198,411,0.8863053917884827
1670862022.3361895,415,0.9142921566963196
1670862024.6717408,419,0.9418778419494629
1670862027.1231933,423,0.9388540983200073
1670862029.663521,427,0.866452157497406
1670862033.053586,431,0.968073844909668
1670862035.6575289,435,0.882282555103302
1670862038.1813962,439,0.9388839602470398
1670862040.845064,443,0.9337897300720215
1670862043.571938,447,0.9302234649658203
1670862046.2856712,451,0.8700434565544128
1670862049.03333,455,0.8900768160820007
1670862051.6165066,459,0.8941707611083984
1670862054.1800742,463,0.859829843044281
1670862056.7875395,467,0.8756453990936279
1670862059.6081605,471,0.956177294254303
1670862062.446347,475,0.885380744934082
1670862065.2366202,479,0.8823179006576538
1670862068.0139248,483,0.866981565952301
1670862070.682965,487,0.8412022590637207
1670862073.3606877,491,0.8860201239585876
1670862076.0882638,495,0.8922765254974365
1670862078.7360554,499,0.9360385537147522
1670862081.8241286,503,0.8798574209213257
1670862084.4537442,507,0.9845036268234253
1670862087.1980262,511,0.9069246053695679
1670862090.489599,515,0.9587543606758118
1670862093.8787072,519,0.8812921047210693
1670862096.6603265,523,0.876614511013031
1670862100.2081301,527,0.9004305005073547
1670862103.0308454,531,0.8821004033088684
1670862105.9829047,535,0.8474355936050415
1670862108.541555,539,0.9024685025215149
1670862111.1696343,543,0.9372727870941162
1670862113.7994053,547,0.8912620544433594
1670862116.5878778,551,0.8949036002159119
1670862119.5363925,555,0.9247514605522156
1670862122.3097231,559,0.9393072724342346
1670862125.1158218,563,0.9153849482536316
1670862127.685062,567,0.9278349280357361
1670862130.3498123,571,0.8572289347648621
1670862133.0350823,575,0.9876235127449036
1670862135.7020662,579,0.8725549578666687
1670862138.4788249,583,0.897546648979187
1670862141.1791806,587,0.9276427030563354
1670862144.2260168,591,0.8377740383148193
1670862146.915552,595,0.8630352020263672
1670862149.6409066,599,0.8760422468185425
1670862152.2955914,603,0.8817735910415649
1670862154.8851838,607,0.8638595342636108
1670862157.7492244,611,0.8944392800331116
1670862160.576183,615,0.9147844314575195
1670862163.2293642,619,0.9338530898094177
1670862165.9436545,623,0.867486298084259
1670862168.6379364,627,0.9322786331176758
1670862171.4008944,631,0.8702897429466248
1670862174.0729997,635,0.8968073725700378
1670862177.9447649,639,0.9452532529830933
1670862180.812883,643,0.8661600947380066
1670862183.5837874,647,0.7928752303123474
1670862186.3046887,651,0.869772732257843
1670862189.1499283,655,0.8746861219406128
1670862192.0864742,659,0.854241132736206
1670862194.822673,663,0.9005302786827087
1670862197.724217,667,0.8623338937759399
1670862200.4191213,671,0.9247573018074036
1670862203.1595063,675,0.8397674560546875
1670862206.024336,679,0.8398692011833191
1670862208.9490895,683,0.7753010988235474
1670862211.7116632,687,0.830280601978302
1670862214.55574,691,0.889920175075531
1670862217.4107184,695,0.7847691178321838
1670862220.2417743,699,0.9071823358535767
1670862223.3286486,703,0.851503312587738
1670862226.189778,707,0.8642334342002869
1670862229.1004846,711,0.8561074733734131
1670862231.8846438,715,0.8493832945823669
1670862234.8220956,719,0.8107346296310425
1670862237.558938,723,0.8677219748497009
1670862240.5231445,727,0.8749135732650757
1670862243.313294,731,0.8842646479606628
1670862246.1272728,735,0.9327573180198669
1670862248.878118,739,0.8433343768119812
1670862251.6841211,743,0.8402698636054993
1670862254.5478847,747,0.8241987228393555
1670862257.3925374,751,0.8483510613441467
1670862260.278863,755,0.8678944706916809
1670862263.1002536,759,0.8321921825408936
1670862266.0009713,763,0.8371132016181946
1670862268.752649,767,0.8379490375518799
1670862271.6790383,771,0.8725118041038513
1670862276.1926243,775,0.8439241051673889
1670862279.413766,779,0.8312588334083557
1670862282.294999,783,0.8303702473640442
